"Estado","Total","a�o","sexo","Mes","numerocasos"
"Tabasco",37,"2011","F","Oct",0
"Tamaulipas",205,"2011","F","Oct",19
"Tlaxcala",38,"2011","F","Oct",2
"Veracruz",153,"2011","F","Oct",6
"Yucatán",45,"2011","F","Oct",2
"Zacatecas",1877,"2011","F","Oct",120
"Aguascalientes",1105,"2011","F","Nov",79
"Baja California",67,"2011","F","Nov",1
"Baja California Sur",69,"2011","F","Nov",7
"Campeche",59,"2011","F","Nov",1
"Coahuila",109,"2011","F","Nov",4
"Colima",5265,"2011","F","Nov",437
"Chiapas",208,"2011","F","Nov",17
"Chihuahua",266,"2011","F","Nov",6
"Distrito Federal",291,"2011","F","Nov",22
"Durango",4033,"2011","F","Nov",189
"Guanajuato",16543,"2011","F","Nov",1118
"Guerrero",26066,"2011","F","Nov",2845
"Hidalgo",139,"2011","F","Nov",6
"Jalisco",25788,"2011","F","Nov",1949
"México",5029,"2011","F","Nov",553
"Michoacán",16185,"2011","F","Nov",1558
"Morelos",18389,"2011","F","Nov",1561
"Nayarit",6283,"2011","F","Nov",619
"Nuevo León",123,"2011","F","Nov",8
"Oaxaca",3037,"2011","F","Nov",285
"Puebla",8039,"2011","F","Nov",716
"Querétaro",3052,"2011","F","Nov",222
"Quintana Roo",135,"2011","F","Nov",8
"San Luis Potosí",148,"2011","F","Nov",8
"Sinaloa",5283,"2011","F","Nov",517
"Sonora",3420,"2011","F","Nov",154
"Tabasco",37,"2011","F","Nov",6
"Tamaulipas",205,"2011","F","Nov",10
"Tlaxcala",38,"2011","F","Nov",1
"Veracruz",153,"2011","F","Nov",3
"Yucatán",45,"2011","F","Nov",4
"Zacatecas",1877,"2011","F","Nov",115
"Aguascalientes",1105,"2011","F","Dic",57
"Baja California",67,"2011","F","Dic",2
"Baja California Sur",69,"2011","F","Dic",1
"Campeche",59,"2011","F","Dic",2
"Coahuila",109,"2011","F","Dic",1
"Colima",5265,"2011","F","Dic",273
"Chiapas",208,"2011","F","Dic",11
"Chihuahua",266,"2011","F","Dic",3
"Distrito Federal",291,"2011","F","Dic",23
"Durango",4033,"2011","F","Dic",117
"Guanajuato",16543,"2011","F","Dic",819
"Guerrero",26066,"2011","F","Dic",1480
"Hidalgo",139,"2011","F","Dic",2
"Jalisco",25788,"2011","F","Dic",1179
"México",5029,"2011","F","Dic",257
"Michoacán",16185,"2011","F","Dic",775
"Morelos",18389,"2011","F","Dic",858
"Nayarit",6283,"2011","F","Dic",325
"Nuevo León",123,"2011","F","Dic",2
"Oaxaca",3037,"2011","F","Dic",177
"Puebla",8039,"2011","F","Dic",395
"Querétaro",3052,"2011","F","Dic",143
"Quintana Roo",135,"2011","F","Dic",1
"San Luis Potosí",148,"2011","F","Dic",3
"Sinaloa",5283,"2011","F","Dic",188
"Sonora",3420,"2011","F","Dic",33
"Tabasco",37,"2011","F","Dic",0
"Tamaulipas",205,"2011","F","Dic",4
"Tlaxcala",38,"2011","F","Dic",1
"Veracruz",153,"2011","F","Dic",5
"Yucatán",45,"2011","F","Dic",1
"Zacatecas",1877,"2011","F","Dic",62
"Aguascalientes",1192,"2012","F","Ene",61
"Baja California",69,"2012","F","Ene",1
"Baja California Sur",89,"2012","F","Ene",1
"Campeche",52,"2012","F","Ene",1
"Coahuila",129,"2012","F","Ene",1
"Colima",5313,"2012","F","Ene",390
"Chiapas",187,"2012","F","Ene",15
"Chihuahua",276,"2012","F","Ene",5
"Distrito Federal",247,"2012","F","Ene",13
"Durango",4109,"2012","F","Ene",194
"Guanajuato",19510,"2012","F","Ene",1099
"Guerrero",29002,"2012","F","Ene",2114
"Hidalgo",148,"2012","F","Ene",5
"Jalisco",26757,"2012","F","Ene",1778
"México",5685,"2012","F","Ene",307
"Michoacán",17603,"2012","F","Ene",1123
"Morelos",16313,"2012","F","Ene",1043
"Nayarit",7281,"2012","F","Ene",500
"Nuevo León",139,"2012","F","Ene",2
"Oaxaca",3092,"2012","F","Ene",216
"Puebla",8068,"2012","F","Ene",492
"Querétaro",2971,"2012","F","Ene",133
"Quintana Roo",62,"2012","F","Ene",6
"San Luis Potosí",237,"2012","F","Ene",10
"Sinaloa",5716,"2012","F","Ene",195
"Sonora",3724,"2012","F","Ene",97
"Tabasco",50,"2012","F","Ene",3
"Tamaulipas",323,"2012","F","Ene",5
"Tlaxcala",36,"2012","F","Ene",4
"Veracruz",159,"2012","F","Ene",7
"Yucatán",36,"2012","F","Ene",3
"Zacatecas",1876,"2012","F","Ene",84
"Aguascalientes",1192,"2012","F","Feb",42
"Baja California",69,"2012","F","Feb",1
"Baja California Sur",89,"2012","F","Feb",3
"Campeche",52,"2012","F","Feb",7
"Coahuila",129,"2012","F","Feb",1
"Colima",5313,"2012","F","Feb",329
"Chiapas",187,"2012","F","Feb",9
"Chihuahua",276,"2012","F","Feb",8
"Distrito Federal",247,"2012","F","Feb",16
"Durango",4109,"2012","F","Feb",143
"Guanajuato",19510,"2012","F","Feb",1120
"Guerrero",29002,"2012","F","Feb",1694
"Hidalgo",148,"2012","F","Feb",7
"Jalisco",26757,"2012","F","Feb",1447
"México",5685,"2012","F","Feb",263
"Michoacán",17603,"2012","F","Feb",958
"Morelos",16313,"2012","F","Feb",1061
"Nayarit",7281,"2012","F","Feb",369
"Nuevo León",139,"2012","F","Feb",3
"Oaxaca",3092,"2012","F","Feb",211
"Puebla",8068,"2012","F","Feb",560
"Querétaro",2971,"2012","F","Feb",116
"Quintana Roo",62,"2012","F","Feb",9
"San Luis Potosí",237,"2012","F","Feb",5
"Sinaloa",5716,"2012","F","Feb",186
"Sonora",3724,"2012","F","Feb",46
"Tabasco",50,"2012","F","Feb",4
"Tamaulipas",323,"2012","F","Feb",9
"Tlaxcala",36,"2012","F","Feb",1
"Veracruz",159,"2012","F","Feb",15
"Yucatán",36,"2012","F","Feb",10
"Zacatecas",1876,"2012","F","Feb",63
"Aguascalientes",1192,"2012","F","Mar",79
"Baja California",69,"2012","F","Mar",5
"Baja California Sur",89,"2012","F","Mar",6
"Campeche",52,"2012","F","Mar",2
"Coahuila",129,"2012","F","Mar",3
"Colima",5313,"2012","F","Mar",337
"Chiapas",187,"2012","F","Mar",11
"Chihuahua",276,"2012","F","Mar",11
"Distrito Federal",247,"2012","F","Mar",24
"Durango",4109,"2012","F","Mar",189
"Guanajuato",19510,"2012","F","Mar",1328
"Guerrero",29002,"2012","F","Mar",2197
"Hidalgo",148,"2012","F","Mar",6
"Jalisco",26757,"2012","F","Mar",1984
"México",5685,"2012","F","Mar",400
"Michoacán",17603,"2012","F","Mar",1290
"Morelos",16313,"2012","F","Mar",1542
"Nayarit",7281,"2012","F","Mar",410
"Nuevo León",139,"2012","F","Mar",0
"Oaxaca",3092,"2012","F","Mar",242
"Puebla",8068,"2012","F","Mar",701
"Querétaro",2971,"2012","F","Mar",159
"Quintana Roo",62,"2012","F","Mar",9
"San Luis Potosí",237,"2012","F","Mar",23
"Sinaloa",5716,"2012","F","Mar",198
"Sonora",3724,"2012","F","Mar",126
"Tabasco",50,"2012","F","Mar",5
"Tamaulipas",323,"2012","F","Mar",10
"Tlaxcala",36,"2012","F","Mar",2
"Veracruz",159,"2012","F","Mar",14
"Yucatán",36,"2012","F","Mar",3
"Zacatecas",1876,"2012","F","Mar",114
"Aguascalientes",1192,"2012","F","Abr",134
"Baja California",69,"2012","F","Abr",3
"Baja California Sur",89,"2012","F","Abr",2
"Campeche",52,"2012","F","Abr",3
"Coahuila",129,"2012","F","Abr",16
"Colima",5313,"2012","F","Abr",269
"Chiapas",187,"2012","F","Abr",13
"Chihuahua",276,"2012","F","Abr",23
"Distrito Federal",247,"2012","F","Abr",23
"Durango",4109,"2012","F","Abr",403
"Guanajuato",19510,"2012","F","Abr",2347
"Guerrero",29002,"2012","F","Abr",2254
"Hidalgo",148,"2012","F","Abr",12
"Jalisco",26757,"2012","F","Abr",2698
"México",5685,"2012","F","Abr",679
"Michoacán",17603,"2012","F","Abr",1626
"Morelos",16313,"2012","F","Abr",1822
"Nayarit",7281,"2012","F","Abr",554
"Nuevo León",139,"2012","F","Abr",16
"Oaxaca",3092,"2012","F","Abr",247
"Puebla",8068,"2012","F","Abr",727
"Querétaro",2971,"2012","F","Abr",267
"Quintana Roo",62,"2012","F","Abr",8
"San Luis Potosí",237,"2012","F","Abr",31
"Sinaloa",5716,"2012","F","Abr",319
"Sonora",3724,"2012","F","Abr",253
"Tabasco",50,"2012","F","Abr",4
"Tamaulipas",323,"2012","F","Abr",31
"Tlaxcala",36,"2012","F","Abr",5
"Veracruz",159,"2012","F","Abr",18
"Yucatán",36,"2012","F","Abr",1
"Zacatecas",1876,"2012","F","Abr",178
"Aguascalientes",1192,"2012","F","May",166
"Baja California",69,"2012","F","May",8
"Baja California Sur",89,"2012","F","May",17
"Campeche",52,"2012","F","May",5
"Coahuila",129,"2012","F","May",35
"Colima",5313,"2012","F","May",590
"Chiapas",187,"2012","F","May",37
"Chihuahua",276,"2012","F","May",48
"Distrito Federal",247,"2012","F","May",30
"Durango",4109,"2012","F","May",750
"Guanajuato",19510,"2012","F","May",3725
"Guerrero",29002,"2012","F","May",3276
"Hidalgo",148,"2012","F","May",15
"Jalisco",26757,"2012","F","May",3960
"México",5685,"2012","F","May",795
"Michoacán",17603,"2012","F","May",2534
"Morelos",16313,"2012","F","May",2219
"Nayarit",7281,"2012","F","May",843
"Nuevo León",139,"2012","F","May",23
"Oaxaca",3092,"2012","F","May",391
"Puebla",8068,"2012","F","May",1110
"Querétaro",2971,"2012","F","May",489
"Quintana Roo",62,"2012","F","May",2
"San Luis Potosí",237,"2012","F","May",34
"Sinaloa",5716,"2012","F","May",580
"Sonora",3724,"2012","F","May",641
"Tabasco",50,"2012","F","May",10
"Tamaulipas",323,"2012","F","May",63
"Tlaxcala",36,"2012","F","May",5
"Veracruz",159,"2012","F","May",30
"Yucatán",36,"2012","F","May",1
"Zacatecas",1876,"2012","F","May",274
"Aguascalientes",1192,"2012","F","Jun",136
"Baja California",69,"2012","F","Jun",2
"Baja California Sur",89,"2012","F","Jun",11
"Campeche",52,"2012","F","Jun",10
"Coahuila",129,"2012","F","Jun",12
"Colima",5313,"2012","F","Jun",476
"Chiapas",187,"2012","F","Jun",18
"Chihuahua",276,"2012","F","Jun",41
"Distrito Federal",247,"2012","F","Jun",27
"Durango",4109,"2012","F","Jun",617
"Guanajuato",19510,"2012","F","Jun",2154
"Guerrero",29002,"2012","F","Jun",2453
"Hidalgo",148,"2012","F","Jun",20
"Jalisco",26757,"2012","F","Jun",2765
"México",5685,"2012","F","Jun",465
"Michoacán",17603,"2012","F","Jun",1646
"Morelos",16313,"2012","F","Jun",1353
"Nayarit",7281,"2012","F","Jun",726
"Nuevo León",139,"2012","F","Jun",23
"Oaxaca",3092,"2012","F","Jun",288
"Puebla",8068,"2012","F","Jun",719
"Querétaro",2971,"2012","F","Jun",342
"Quintana Roo",62,"2012","F","Jun",7
"San Luis Potosí",237,"2012","F","Jun",32
"Sinaloa",5716,"2012","F","Jun",561
"Sonora",3724,"2012","F","Jun",740
"Tabasco",50,"2012","F","Jun",3
"Tamaulipas",323,"2012","F","Jun",38
"Tlaxcala",36,"2012","F","Jun",4
"Veracruz",159,"2012","F","Jun",13
"Yucatán",36,"2012","F","Jun",3
"Zacatecas",1876,"2012","F","Jun",236
"Aguascalientes",1192,"2012","F","Jul",153
"Baja California",69,"2012","F","Jul",4
"Baja California Sur",89,"2012","F","Jul",13
"Campeche",52,"2012","F","Jul",6
"Coahuila",129,"2012","F","Jul",20
"Colima",5313,"2012","F","Jul",609
"Chiapas",187,"2012","F","Jul",15
"Chihuahua",276,"2012","F","Jul",42
"Distrito Federal",247,"2012","F","Jul",28
"Durango",4109,"2012","F","Jul",481
"Guanajuato",19510,"2012","F","Jul",1814
"Guerrero",29002,"2012","F","Jul",2791
"Hidalgo",148,"2012","F","Jul",18
"Jalisco",26757,"2012","F","Jul",2320
"México",5685,"2012","F","Jul",478
"Michoacán",17603,"2012","F","Jul",1584
"Morelos",16313,"2012","F","Jul",1462
"Nayarit",7281,"2012","F","Jul",727
"Nuevo León",139,"2012","F","Jul",17
"Oaxaca",3092,"2012","F","Jul",326
"Puebla",8068,"2012","F","Jul",707
"Querétaro",2971,"2012","F","Jul",305
"Quintana Roo",62,"2012","F","Jul",4
"San Luis Potosí",237,"2012","F","Jul",31
"Sinaloa",5716,"2012","F","Jul",747
"Sonora",3724,"2012","F","Jul",525
"Tabasco",50,"2012","F","Jul",5
"Tamaulipas",323,"2012","F","Jul",52
"Tlaxcala",36,"2012","F","Jul",6
"Veracruz",159,"2012","F","Jul",12
"Yucatán",36,"2012","F","Jul",2
"Zacatecas",1876,"2012","F","Jul",247
"Aguascalientes",1192,"2012","F","Ago",87
"Baja California",69,"2012","F","Ago",19
"Baja California Sur",89,"2012","F","Ago",13
"Campeche",52,"2012","F","Ago",4
"Coahuila",129,"2012","F","Ago",22
"Colima",5313,"2012","F","Ago",446
"Chiapas",187,"2012","F","Ago",13
"Chihuahua",276,"2012","F","Ago",33
"Distrito Federal",247,"2012","F","Ago",14
"Durango",4109,"2012","F","Ago",388
"Guanajuato",19510,"2012","F","Ago",1436
"Guerrero",29002,"2012","F","Ago",2246
"Hidalgo",148,"2012","F","Ago",19
"Jalisco",26757,"2012","F","Ago",1890
"México",5685,"2012","F","Ago",483
"Michoacán",17603,"2012","F","Ago",1264
"Morelos",16313,"2012","F","Ago",1103
"Nayarit",7281,"2012","F","Ago",631
"Nuevo León",139,"2012","F","Ago",19
"Oaxaca",3092,"2012","F","Ago",239
"Puebla",8068,"2012","F","Ago",578
"Querétaro",2971,"2012","F","Ago",244
"Quintana Roo",62,"2012","F","Ago",5
"San Luis Potosí",237,"2012","F","Ago",16
"Sinaloa",5716,"2012","F","Ago",618
"Sonora",3724,"2012","F","Ago",410
"Tabasco",50,"2012","F","Ago",4
"Tamaulipas",323,"2012","F","Ago",28
"Tlaxcala",36,"2012","F","Ago",4
"Veracruz",159,"2012","F","Ago",12
"Yucatán",36,"2012","F","Ago",3
"Zacatecas",1876,"2012","F","Ago",164
"Aguascalientes",1192,"2012","F","Sep",102
"Baja California",69,"2012","F","Sep",15
"Baja California Sur",89,"2012","F","Sep",12
"Campeche",52,"2012","F","Sep",4
"Coahuila",129,"2012","F","Sep",11
"Colima",5313,"2012","F","Sep",448
"Chiapas",187,"2012","F","Sep",17
"Chihuahua",276,"2012","F","Sep",34
"Distrito Federal",247,"2012","F","Sep",28
"Durango",4109,"2012","F","Sep",293
"Guanajuato",19510,"2012","F","Sep",1405
"Guerrero",29002,"2012","F","Sep",2406
"Hidalgo",148,"2012","F","Sep",20
"Jalisco",26757,"2012","F","Sep",2162
"México",5685,"2012","F","Sep",390
"Michoacán",17603,"2012","F","Sep",1355
"Morelos",16313,"2012","F","Sep",1262
"Nayarit",7281,"2012","F","Sep",703
"Nuevo León",139,"2012","F","Sep",14
"Oaxaca",3092,"2012","F","Sep",239
"Puebla",8068,"2012","F","Sep",708
"Querétaro",2971,"2012","F","Sep",265
"Quintana Roo",62,"2012","F","Sep",6
"San Luis Potosí",237,"2012","F","Sep",29
"Sinaloa",5716,"2012","F","Sep",697
"Sonora",3724,"2012","F","Sep",383
"Tabasco",50,"2012","F","Sep",4
"Tamaulipas",323,"2012","F","Sep",40
"Tlaxcala",36,"2012","F","Sep",2
"Veracruz",159,"2012","F","Sep",14
"Yucatán",36,"2012","F","Sep",4
"Zacatecas",1876,"2012","F","Sep",153
"Aguascalientes",1192,"2012","F","Oct",141
"Baja California",69,"2012","F","Oct",7
"Baja California Sur",89,"2012","F","Oct",4
"Campeche",52,"2012","F","Oct",3
"Coahuila",129,"2012","F","Oct",7
"Colima",5313,"2012","F","Oct",622
"Chiapas",187,"2012","F","Oct",11
"Chihuahua",276,"2012","F","Oct",26
"Distrito Federal",247,"2012","F","Oct",15
"Durango",4109,"2012","F","Oct",321
"Guanajuato",19510,"2012","F","Oct",1702
"Guerrero",29002,"2012","F","Oct",3112
"Hidalgo",148,"2012","F","Oct",16
"Jalisco",26757,"2012","F","Oct",2858
"México",5685,"2012","F","Oct",690
"Michoacán",17603,"2012","F","Oct",1901
"Morelos",16313,"2012","F","Oct",1653
"Nayarit",7281,"2012","F","Oct",851
"Nuevo León",139,"2012","F","Oct",10
"Oaxaca",3092,"2012","F","Oct",278
"Puebla",8068,"2012","F","Oct",716
"Querétaro",2971,"2012","F","Oct",356
"Quintana Roo",62,"2012","F","Oct",2
"San Luis Potosí",237,"2012","F","Oct",11
"Sinaloa",5716,"2012","F","Oct",860
"Sonora",3724,"2012","F","Oct",302
"Tabasco",50,"2012","F","Oct",3
"Tamaulipas",323,"2012","F","Oct",23
"Tlaxcala",36,"2012","F","Oct",1
"Veracruz",159,"2012","F","Oct",9
"Yucatán",36,"2012","F","Oct",5
"Zacatecas",1876,"2012","F","Oct",163
"Aguascalientes",1192,"2012","F","Nov",60
"Baja California",69,"2012","F","Nov",4
"Baja California Sur",89,"2012","F","Nov",6
"Campeche",52,"2012","F","Nov",6
"Coahuila",129,"2012","F","Nov",1
"Colima",5313,"2012","F","Nov",447
"Chiapas",187,"2012","F","Nov",14
"Chihuahua",276,"2012","F","Nov",5
"Distrito Federal",247,"2012","F","Nov",11
"Durango",4109,"2012","F","Nov",217
"Guanajuato",19510,"2012","F","Nov",741
"Guerrero",29002,"2012","F","Nov",2652
"Hidalgo",148,"2012","F","Nov",6
"Jalisco",26757,"2012","F","Nov",1605
"México",5685,"2012","F","Nov",409
"Michoacán",17603,"2012","F","Nov",1266
"Morelos",16313,"2012","F","Nov",1061
"Nayarit",7281,"2012","F","Nov",585
"Nuevo León",139,"2012","F","Nov",5
"Oaxaca",3092,"2012","F","Nov",239
"Puebla",8068,"2012","F","Nov",593
"Querétaro",2971,"2012","F","Nov",172
"Quintana Roo",62,"2012","F","Nov",3
"San Luis Potosí",237,"2012","F","Nov",13
"Sinaloa",5716,"2012","F","Nov",456
"Sonora",3724,"2012","F","Nov",132
"Tabasco",50,"2012","F","Nov",2
"Tamaulipas",323,"2012","F","Nov",16
"Tlaxcala",36,"2012","F","Nov",2
"Veracruz",159,"2012","F","Nov",12
"Yucatán",36,"2012","F","Nov",0
"Zacatecas",1876,"2012","F","Nov",123
"Aguascalientes",1192,"2012","F","Dic",31
"Baja California",69,"2012","F","Dic",0
"Baja California Sur",89,"2012","F","Dic",1
"Campeche",52,"2012","F","Dic",1
"Coahuila",129,"2012","F","Dic",0
"Colima",5313,"2012","F","Dic",350
"Chiapas",187,"2012","F","Dic",14
"Chihuahua",276,"2012","F","Dic",0
"Distrito Federal",247,"2012","F","Dic",18
"Durango",4109,"2012","F","Dic",113
"Guanajuato",19510,"2012","F","Dic",639
"Guerrero",29002,"2012","F","Dic",1807
"Hidalgo",148,"2012","F","Dic",4
"Jalisco",26757,"2012","F","Dic",1290
"México",5685,"2012","F","Dic",326
"Michoacán",17603,"2012","F","Dic",1056
"Morelos",16313,"2012","F","Dic",732
"Nayarit",7281,"2012","F","Dic",382
"Nuevo León",139,"2012","F","Dic",7
"Oaxaca",3092,"2012","F","Dic",176
"Puebla",8068,"2012","F","Dic",457
"Querétaro",2971,"2012","F","Dic",123
"Quintana Roo",62,"2012","F","Dic",1
"San Luis Potosí",237,"2012","F","Dic",2
"Sinaloa",5716,"2012","F","Dic",299
"Sonora",3724,"2012","F","Dic",69
"Tabasco",50,"2012","F","Dic",3
"Tamaulipas",323,"2012","F","Dic",8
"Tlaxcala",36,"2012","F","Dic",0
"Veracruz",159,"2012","F","Dic",3
"Yucatán",36,"2012","F","Dic",1
"Zacatecas",1876,"2012","F","Dic",77
"Aguascalientes",1040,"2013","F","Ene",39
"Baja California",89,"2013","F","Ene",1
"Baja California Sur",37,"2013","F","Ene",3
"Campeche",46,"2013","F","Ene",2
"Coahuila",125,"2013","F","Ene",2
"Colima",5144,"2013","F","Ene",385
"Chiapas",213,"2013","F","Ene",20
"Chihuahua",216,"2013","F","Ene",8
"Distrito Federal",297,"2013","F","Ene",19
"Durango",4958,"2013","F","Ene",156
"Guanajuato",18304,"2013","F","Ene",839
"Guerrero",30627,"2013","F","Ene",2228
"Hidalgo",142,"2013","F","Ene",6
"Jalisco",26769,"2013","F","Ene",1551
"México",6058,"2013","F","Ene",459
"Michoacán",18237,"2013","F","Ene",1210
"Morelos",16562,"2013","F","Ene",868
"Nayarit",7550,"2013","F","Ene",437
"Nuevo León",111,"2013","F","Ene",2
"Oaxaca",3234,"2013","F","Ene",234
"Puebla",7003,"2013","F","Ene",613
"Querétaro",3137,"2013","F","Ene",159
"Quintana Roo",75,"2013","F","Ene",6
"San Luis Potosí",237,"2013","F","Ene",6
"Sinaloa",5758,"2013","F","Ene",268
"Sonora",3525,"2013","F","Ene",88
"Tabasco",22,"2013","F","Ene",3
"Tamaulipas",299,"2013","F","Ene",10
"Tlaxcala",29,"2013","F","Ene",0
"Veracruz",137,"2013","F","Ene",6
"Yucatán",28,"2013","F","Ene",2
"Zacatecas",2120,"2013","F","Ene",63
"Aguascalientes",1040,"2013","F","Feb",46
"Baja California",89,"2013","F","Feb",1
"Baja California Sur",37,"2013","F","Feb",2
"Campeche",46,"2013","F","Feb",8
"Coahuila",125,"2013","F","Feb",0
"Colima",5144,"2013","F","Feb",303
"Chiapas",213,"2013","F","Feb",14
"Chihuahua",216,"2013","F","Feb",7
"Distrito Federal",297,"2013","F","Feb",17
"Durango",4958,"2013","F","Feb",193
"Guanajuato",18304,"2013","F","Feb",1117
"Guerrero",30627,"2013","F","Feb",1739
"Hidalgo",142,"2013","F","Feb",12
"Jalisco",26769,"2013","F","Feb",1551
"México",6058,"2013","F","Feb",286
"Michoacán",18237,"2013","F","Feb",1212
"Morelos",16562,"2013","F","Feb",1052
"Nayarit",7550,"2013","F","Feb",333
"Nuevo León",111,"2013","F","Feb",2
"Oaxaca",3234,"2013","F","Feb",207
"Puebla",7003,"2013","F","Feb",551
"Querétaro",3137,"2013","F","Feb",203
"Quintana Roo",75,"2013","F","Feb",4
"San Luis Potosí",237,"2013","F","Feb",7
"Sinaloa",5758,"2013","F","Feb",193
"Sonora",3525,"2013","F","Feb",30
"Tabasco",22,"2013","F","Feb",1
"Tamaulipas",299,"2013","F","Feb",17
"Tlaxcala",29,"2013","F","Feb",1
"Veracruz",137,"2013","F","Feb",5
"Yucatán",28,"2013","F","Feb",2
"Zacatecas",2120,"2013","F","Feb",62
"Aguascalientes",1040,"2013","F","Mar",86
"Baja California",89,"2013","F","Mar",1
"Baja California Sur",37,"2013","F","Mar",3
"Campeche",46,"2013","F","Mar",5
"Coahuila",125,"2013","F","Mar",3
"Colima",5144,"2013","F","Mar",335
"Chiapas",213,"2013","F","Mar",23
"Chihuahua",216,"2013","F","Mar",12
"Distrito Federal",297,"2013","F","Mar",20
"Durango",4958,"2013","F","Mar",329
"Guanajuato",18304,"2013","F","Mar",1346
"Guerrero",30627,"2013","F","Mar",1866
"Hidalgo",142,"2013","F","Mar",8
"Jalisco",26769,"2013","F","Mar",1985
"México",6058,"2013","F","Mar",306
"Michoacán",18237,"2013","F","Mar",1247
"Morelos",16562,"2013","F","Mar",1261
"Nayarit",7550,"2013","F","Mar",479
"Nuevo León",111,"2013","F","Mar",1
"Oaxaca",3234,"2013","F","Mar",217
"Puebla",7003,"2013","F","Mar",572
"Querétaro",3137,"2013","F","Mar",194
"Quintana Roo",75,"2013","F","Mar",8
"San Luis Potosí",237,"2013","F","Mar",13
"Sinaloa",5758,"2013","F","Mar",210
"Sonora",3525,"2013","F","Mar",118
"Tabasco",22,"2013","F","Mar",1
"Tamaulipas",299,"2013","F","Mar",22
"Tlaxcala",29,"2013","F","Mar",2
"Veracruz",137,"2013","F","Mar",13
"Yucatán",28,"2013","F","Mar",2
"Zacatecas",2120,"2013","F","Mar",108
"Aguascalientes",1040,"2013","F","Abr",111
"Baja California",89,"2013","F","Abr",3
"Baja California Sur",37,"2013","F","Abr",2
"Campeche",46,"2013","F","Abr",1
"Coahuila",125,"2013","F","Abr",12
"Colima",5144,"2013","F","Abr",381
"Chiapas",213,"2013","F","Abr",20
"Chihuahua",216,"2013","F","Abr",18
"Distrito Federal",297,"2013","F","Abr",22
"Durango",4958,"2013","F","Abr",470
"Guanajuato",18304,"2013","F","Abr",2247
"Guerrero",30627,"2013","F","Abr",2570
"Hidalgo",142,"2013","F","Abr",15
"Jalisco",26769,"2013","F","Abr",2952
"México",6058,"2013","F","Abr",519
"Michoacán",18237,"2013","F","Abr",1748
"Morelos",16562,"2013","F","Abr",1940
"Nayarit",7550,"2013","F","Abr",553
"Nuevo León",111,"2013","F","Abr",11
"Oaxaca",3234,"2013","F","Abr",288
"Puebla",7003,"2013","F","Abr",729
"Querétaro",3137,"2013","F","Abr",373
"Quintana Roo",75,"2013","F","Abr",8
"San Luis Potosí",237,"2013","F","Abr",18
